job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Data Scientist,Data Scientist,Merkle,"Pune, Maharashtra","Perform advanced analytics tasks, including but not limited to predictive statistical models, customer profiling, segmentation analysis, data analysis and mining, and external data enhancement using SQL, SAS, R, Python or PySpark. Extract and process large quantities of data from data warehouses and other data marts in support of assignments. Assist in determining quantitative methods for solving client issuesAnalyze marketing metrics to identify cause-effect relationships between marketing levers and outcomes. Turn complex data into practical and actionable marketing insights. Consolidate and package up insights, analytic outputs, and action items into a well-organized, consumable package with actionable recommendations and strategies for marketers (MS Excel, PowerPoint, Word, etc.). Support development of efficient and accurate project management plans for project delivery",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=18a164b09f762248&fccid=9de52fa9ca5b17cd&vjs=3
Data Scientist,Data Scientist,EVRY India,India,Data Scientist,Posted 25 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=3464e4eb27e66c1a&fccid=8b0e4a646e6820f2&vjs=3
Data Scientist Internship,Data Scientist,Brimming Grace Capital Pvt Ltd,"Gurgaon, Haryana","Dial Sense is a Trademark of Brimming Grace Capital Pvt Ltd. We are hiring candidates with experience in Data Scientist, NLP, Machine Learning, Python, PostgreSQL. As a part of technical round you will be given a task to complete in stipulated time. Please share you availability time on which this interview can be scheduled. Also Share your Email and contact number. You are required to fill out this form properly. https://forms.gle/Eh5nyya7Dr3SAqtf8",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/company/Brimming-Grace-Capital-Pvt-Ltd/jobs/Data-Scientist-Internship-590bd838f265bb1d?fccid=01af12e849d5b8c3&vjs=3
Senior Data Scientist (Pharma Background),Data Scientist,Flipped.ai,"Bengaluru, Karnataka",Day shift,Posted 30+ days ago,2023-03-08,"₹20,00,000 - ₹30,00,000 a year",https://in.indeed.com/company/Flipped.ai/jobs/Senior-Data-Scientist-61324174c3f521c4?fccid=1a42d45a363f9148&vjs=3
Data Scientist,Data Scientist,Mindstech Recruitments,"Gurgaon, Haryana",Day shift,Posted 30+ days ago,2023-03-08,"₹12,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/Mindstech-Recruitments/jobs/Data-Scientist-90a7d743abdb2b2f?fccid=e9b6947e6bfb45ae&vjs=3
Data Scientist - Digital Enterprise,Data Scientist,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Candidate should be able to build and deploy state of the art ML/deep learning models for complex use cases that straddle across multiple line-of-business..Should be able to comprehend, extract, automate process and models from complex data sources and perform deep-dive analysis, including the application of advanced analytical techniques to solve critical and complex business problems..Should have experience of working on AWS Data Lake environment using different tools and connectors, hands on experience on system tools including Python, SQL, Spark, Hadoop environment and other Open source tools.Should be able to build end to end Machine Learning models and evaluating their quality on real life scenarios with limiting hand holding.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=7cdf0fe623b67c15&fccid=9102c38c15134e6c&vjs=3
Data Scientist,Data Scientist,SmartHelio,"New Delhi, Delhi","You will work on the research and development of advanced algorithms and computational models. You will also be responsible for bringing subject matter expertise to existing/new solutions of the company and will be working closely with the Swiss research organization, Products, and Business teams in India and Switzerland.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=ef829cb1e6e4cc82&fccid=db063444c62f4100&vjs=3
Data Scientist - Digital Enterprise,Data Scientist,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Candidate should be able to build and deploy state of the art ML/deep learning models for complex use cases that straddle across multiple line-of-business..Should be able to comprehend, extract, automate process and models from complex data sources and perform deep-dive analysis, including the application of advanced analytical techniques to solve critical and complex business problems..Should have experience of working on AWS Data Lake environment using different tools and connectors, hands on experience on system tools including Python, SQL, Spark, Hadoop environment and other Open source tools.Should be able to build end to end Machine Learning models and evaluating their quality on real life scenarios with limiting hand holding.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=7cdf0fe623b67c15&fccid=9102c38c15134e6c&vjs=3
"Associate Manager Data Scientist - Python, Pyspark - NCR",Data Scientist,UnitedHealth Group,"Noida, Uttar Pradesh","Interaction with key stakeholders and serve as analytic contact/resource for external business partners to support ongoing data exchange, analysis, modelling and prediction of performance results .Support complex analytic projects leveraging data from multiple sources and building statistical models on them .Work with HealthCare Economics Team on continued expansion of data infrastructure needs, updates, and developments .All data modeling and statistical analysis activities for HealthCare Economics Team .Will take care of all the data science related operational activities for the business .Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",Posted 29 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=0657d58d9d657286&fccid=d3d3520998346837&vjs=3
Data Scientist,Data Scientist,Insider Biz,"New Delhi, Delhi","Insider Biz is a highly innovative and fast paced startup that is changing the face of international trade and business research. Insider Biz is the force behind multiple innovative products and solutions that are used by millions of users in India. India's leading companies and governments rely on us when it comes to international trade or business research. .At Insider Biz, we believe in being consistently exceptional and to be the first to fail and first to succeed. We want to work with likeminded individuals who are nothing short of exceptional and are head & shoulders above us. .Drop a line on hr@insiderbiz.in if you would like to work with likeminded individuals creating real impact on business and economy....   Savior of the Blind. Sherlock Holmes of The Planet Data. You help us and our customers see what we couldn't see or even imagine before.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=3a0b1a5d03158fce&fccid=2190682bb1bb1726&vjs=3
Data Science Manager,Data Scientist,ARA Resources,"Pune, Maharashtra","Build a Data Science organization, allowing the company to harness the power of data in developing and marketing new products..Liaise with Product and Business Leaders to understand issues, priorities and support them through relevant product and business analytics..Deliver data backed analysis and statistically proven solutions..Ability to work across time zones in a dynamic start-up setting..Analyzing vast amounts of data to identify patterns and create thought leadership on customer.",Posted 11 days ago,2023-03-08,"₹40,00,000 - ₹46,00,000 a year",https://in.indeed.com/rc/clk?jk=92eeff2724e099ad&fccid=286b545ccbbfd458&vjs=3
USPBA Data Scientist C11,Data Scientist,Citi,"Bengaluru, Karnataka","Client Obsession – Create client centric analytic solution to business problems. Individual should be able to have a holistic view of multiple businesses and develop analytic solutions accordingly.. Analytic Project Execution – Own and deliver multiple and complex analytic projects. This would require an understanding of business context, conversion of business problems in modeling, and implementing such solutions to create economic value.. Domain expert – Individuals are expected to be domain expert in their sub field, as well as have a holistic view of other business lines to create better solutions. Key fields of focus are new customer acquisition, existing customer management, customer retention, product development, pricing and payment optimization and digital journey.. Modeling and Tech Savvy – Always up to date with the latest use cases of modeling community, machine learning and deep learning algorithms and share knowledge within the team.. Statistical mind set – Proficiency in basic statistics, hypothesis testing, segmentation and predictive modeling.. Communication skills – Ability to translate and articulate technical thoughts and ideas to a larger audience including influencing skills with peers and senior management.. Strong project management skills.. Ability to coach and mentor juniors.. Contribute to organizational initiatives in wide ranging areas including competency development, training, organizational building activities etc.",Posted 22 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=a624b74926dedcf1&fccid=5bcd1ef0a7f4fb99&vjs=3
Data Scientist,Data Scientist,Tredence,"Bengaluru, Karnataka","Engage with clients to understand current and future business goals and translate business problems into analytical frameworks .Develop custom models based on in-depth understanding of underlying data, data structures, and business problems to ensure deliverables meet client needs.Create repeatable, interpretable and scalable models .Effectively communicate the analytics approach and insights to a larger business audience.Collaborate with team members, peers and leadership at Tredence and client companies",Posted 20 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=f5f3493cc90e79f2&fccid=d09878b895240545&vjs=3
Lead Data Scientist,Data Scientist,TransOrg Analytics,"Gurgaon, Haryana","Analyze & interpret data and communicate results to clients, often with the aid of",Posted 13 days ago,2023-03-08,?,https://in.indeed.com/company/TransOrg-Analytics/jobs/Lead-Data-Scientist-6b191dd790a73acb?fccid=19210c040f6d1cde&vjs=3
Data Scientist Internship,Data Scientist,Crypto Mize,"Delhi, Delhi","Work throughout the organization to identify opportunities for leveraging company data to drive business solutions.Analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Develop company A/B testing framework and test model quality.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=396f8c9a8e5cdb58&fccid=bdad58a8df3ba8a4&vjs=3
Data Scientist,Data Scientist,Colan Infotech Private Limited,"Chennai, Tamil Nadu",Day shift.Monday to Friday,Posted 30+ days ago,2023-03-08,"₹6,72,779 - ₹19,01,068 a year",https://in.indeed.com/company/Colan-Infotech-Private-Limited/jobs/Data-Scientist-279793beb408ff41?fccid=2d9bedc235ef3188&vjs=3
Data Scientist,Data Scientist,TALCHEMIST,"Bengaluru, Karnataka","Data Scientist....Large Banking MNC...    5 - 10 years.    Bangalore.  .QUALIFICATION.Bachelor’s or Masters Technology Degree in Computer science or Equivalent....Job Description..    The senior data scientist will get the opportunity to work in an agile software development enviornment addressing machine learning and optimization analytics problems. The senior data scientist will be part of cross diciplinary data science team working on software development projects, typically involving large, complex data sets. They will work with technical team in development and deployment and application of predictive analytics..   ...Key Skills Required..    Demonstrated skill of data cleansing, data qualityy assesment. Use the descriptive statistics, feature extraction and predictive analytics on real datasets. Skills at data visualization and storytelling for an audience of stakeholders. Experience in working with Hadoop and spark will be added advantages.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=1557d1a63c71caed&fccid=31007564b1de76b5&vjs=3
Data science,Data Scientist,Elvira technologies,"Gurgaon, Haryana",ProfileJob Description,Posted 30+ days ago,2023-03-08,"₹5,00,000 - ₹7,00,000 a year",https://in.indeed.com/company/Elvira-technologies/jobs/Data-Science-a8b4cb88208fd63a?fccid=46933884c0b807ac&vjs=3
Data Scientists,Data Scientist,DeepTek Medical Imaging,"Pune, Maharashtra",Experience:,Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=08cc8aaaaeba5970&fccid=1fe571b6e851fd6e&vjs=3
Senior Data Scientist,Data Scientist,USP (U.S. Pharmacopeial Convention),"Serilingampally, Hyderabad, Telangana","Description.Who is USP?.The U.S. Pharmacopeial Convention (USP) USP is an independent scientific organization that collaborates with the world's top authorities in health and science to develop quality standards for medicines, dietary supplements, and food ingredients. USP's fundamental belief that Equity = Excellence manifests in our core value of Passion for Quality through our more than 1,100 hardworking professionals across five global locations to deliver the mission to strengthen the supply of safe, quality medicines and supplements worldwide..Brief Job Overview.The Strategy, Pricing, and Analytics group at USP is seeking a Senior Data Scientist with skills in advanced analytics (predictive modeling, machine learning, natural language processing) and data visualization to work on projects that are integral to our mission to help protect patient safety and improve the health of people around the world..We are seeking someone who understands the power of data and enjoys communicating the insights and actions derived from the data and modeling..How will YOU create impact here at USP?.You will use data and analytical skills to fuel strategic and business initiatives. Working within strategy and regional program operations you will perform deep analysis of data and build machine learning models to support the most critical strategic initiatives..Use exploratory data analysis to spot anomalies, understand patterns, test hypotheses, or check assumptions..Apply various ML techniques to perform classification or regression tasks to drive business impact and address identified needs in an agile manner..Use natural language processing techniques to extract information and improve business workflows..Interpret and communicate results clearly and concisely to audiences with varying backgrounds and degrees of technical understanding..Develop and define data science workflows that would be appropriate for projects and the team.Partner with internal stakeholders to identify opportunities where machine learning can add value..Collaborate with other data scientists, data engineers, and IT team to help ensure project delivery and success..Present Insights and Data Model results to business and scientific stakeholders within USP..Who USP is Looking For?.The successful candidate will have a demonstrated understanding of our mission, commitment to excellence through inclusive and equitable behaviors and practices, ability to quickly build credibility with stakeholders, along with the following competencies and experience:.Education.Bachelor's degree in relevant field (e.g. Information Systems Management, IT Project Management, Analytics or Data Science, Science, Mathematics, Computer Science, Business) or equivalent experience..Experience.At least 4 years of hands-on experience in data science or data analytics, with minimum of 2 years of experience in any of the following (machine learning, statistics, natural language processing or similar)..Technical proficiency in the following; python/packages such as: pandas, numpy, regex, scikit-learn, xgboost, and visualization packages (such as matplotlib, seaborn, or plotly); SQL.Experience with data extraction and scraping..Additional Desired Preferences.Preferred 5 years of hands on machine learning, statistics, natural language processing, or similar experience)..Experience with scientific chemistry nomenclature or prior work experience in life sciences, chemistry, or hard sciences or degree in sciences.Experience with pharmaceutical / IQVIA datasets and nomenclature.Master's degree (Information Systems Management, Analytics, Data Engineering, Sciences, or other Quantitative program).Experience translating stakeholder needs into technical project outputs.Advanced technical proficiency in the following:.Data Tools: SQL, Alteryx or other data wrangling tools.Data Visualization/ Analytics: Tableau or any similar tools such as Power BI, Cognos, OBIEE, Qlik, etc..Experience working with knowledge graphs.Ability to explain complex technical issues to a non-technical audience.Self-directed and able to handle multiple concurrent projects and prioritize tasks independently.Able to make tough decisions when trade-offs are required to deliver results.Strong communication skills required: Verbal, written, and interpersonal.Advanced technical proficiency in the following; python/packages: pandas, numpy, regex, scikit-learn, xgboost, and visualization packages (such as matplotlib, seaborn, or plotly);.Intermediate SQL.Experience with XML documents and DOM model..Advanced knowledge of regular expressions..Supervisory Responsibilities.No.Benefits.USP provides you with the benefits you need to protect yourself and your family today and tomorrow. From company-paid time off, comprehensive healthcare options to retirement savings, you can have peace of mind that your personal and financial wellbeing is protected..COVID-19 Vaccination Policy (will apply to the selected candidate(s) hired:.As a condition of employment with the United States Pharmacopeial Convention's (USP) duty to provide and maintain a workplace free of known hazards, all employees and contingent staff hired after July 1st, 2021, must be fully vaccinated unless a reasonable accommodation is approved. Your recruiter will advise accordingly..USP is proud to be an equal employment opportunity employer (EEOE) and affirmative action employer. We are committed to creating an inclusive environment in all aspects of our work—from the standards we make to the partnerships and conversations we cultivate. An environment where every employee feels fully empowered and valued irrespective of, but not limited to, personality, race, ethnicity, physical and mental abilities, education, religion, gender identity and expression, life experience, sexual orientation, country of origin, regional differences, work experience, and family status. We are committed to working with and providing reasonable accommodation to individuals with disabilities..Note: USP does not accept unsolicited resumes from 3rd party recruitment agencies and is not responsible for fees from recruiters or other agencies except under specific written agreement with USP..Job Category Information Technology.Job Type Full-Time",Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=3593a79cb2e496ca&fccid=5a10534ab89ddb31&vjs=3
Data Scientist,Data Scientist,iGloble Solutions,"Pune, Maharashtra",Collaborate with the team to analyze problems.Write functions/scripts to build datasets base.Model building and testing.Writing informal reports for internal use.Working with developers and implementation engineers to spec out database models and determine implementation of algorithms,Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=254483a2a7f91f64&fccid=e233b80a86da0ac4&vjs=3
Analytics Analyst - Data Science,Data Scientist,Accenture,"Bengaluru, Karnataka",Machine Learning .Python .R Language and Environment .Statistical Analyses .Adaptable and flexible .Agility for quick learning .Results orientation .Ability to work well in a team .Commitment to quality,Posted 15 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=1386903d264a3741&fccid=a4e4e2eaf26690c9&vjs=3
Faculty AI & Data Science,Data Scientist,capable workforce pvt.ltd,"Mumbai, Maharashtra",Cell phone reimbursement,Posted 4 days ago,2023-03-08,"₹35,000 - ₹38,000 a month",https://in.indeed.com/company/capable-workforce-pvt.ltd/jobs/Faculty-Ai-Data-Science-e9eea3f9c5e5299e?fccid=e80094226904daa4&vjs=3
Data Scientist/ Machine Learning Consultant ( UK Location),Data Scientist,Imurgence,India,"Experience in machine learning.Exposure to machine learning models and corresponding statistics like K-means, Bayesian, Clustering.Strong technical skills with Python along with NumPy, Pandas, Scikit-Learn",Posted 30+ days ago,2023-03-08,"₹40,000 a year",https://in.indeed.com/rc/clk?jk=7e0783bf38f7fafc&fccid=cd8492a732b8eb63&vjs=3
Data Scientist,Data Scientist,ITC Infotech India Ltd,"Bengaluru, Karnataka","Minimum 4+ Years Experience in the below technologies ...Experience needed in Plotly: 02+ Years ...Experience needed in DASH: 02+ Years ...Experience needed in Flask: 02+ years .. Strongly Desired .. Processing the data into meaningful results .Experience with Python for data analysis, exploration, modeling (Pandas, Numpy, Plotly, etc) .Experience in SQLGraph specially postgres SQL .Understanding of working an integrated software environment (agile, devops) ..Visualization: PowerBI, Plotly, .Demonstrated experience in JavaScript Web Programming, Data Visualization, and Dock Containerization .Experience in data ETL using R and Python .Good presentation, training, and documentation skills",Posted 14 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d8480b45bceb552e&fccid=47cca1a92b73a5b2&vjs=3
Data Scientist,Data Scientist,Shri Vile Parle Kelavani Mandal,"Mumbai, Maharashtra",Identify valuable data sources and automate collection processes,Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=eab7b8f7496218eb&fccid=35521e170c92d078&vjs=3
Data Scientist I,Data Scientist,Chegg,"Jasola, Delhi, Delhi","Work with Business Intelligence and Data Engineering teams to ensure that the data solutions being built are aligned with Analytics requirements.. Build and automate dashboards and compelling data visualizations to provide meaningful insights into business performance. Provide support for data analysis.. Working with marketing managers, data engineers and product owners to maintain and improve measurement capabilities.. Developing experimentation frameworks to allow us to improve the targeting of our marketing through segmentation and assessing incremental impact of campaigns through AB Testing.. Build thoughtful and detailed analytical models to support business cases. Partner directly with business and product analysts to understand business needs for insights and analytics.",Posted 29 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=ba3c9a1f16ae8441&fccid=a5cbd2514edf7804&vjs=3
"Knowledge Graph, Data Scientist",Data Scientist,Mango Sciences,"Bengaluru, Karnataka","You will be part of a high-impact team leveraging and optimising a Knowledge Graph (KG) based on Mango’s proprietary healthcare data..Develop, incorporate, and refine all parts of the KG-related pipeline – knowledge storage and representation, relevant data sources, visualisation tools, embeddings, and clinical prediction models..Utilise the latest techniques to generate robust embeddings and apply deep/machine learning in the context of KG’s..Contribute to problem solving discussions by clearly defining the issues and offering solutions..Provide timely updates to the management and leadership teams.",Posted 8 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=f5916d75802f9209&fccid=558e7ad7f54d9ed9&vjs=3
Data Scientist,Data Scientist,Acuity Knowledge Partners,"Bengaluru, Karnataka","4-6 years of relevant experience in:.  ..    Essential skills.  ....     Experience working in quantitative modelling development projects..     ...     Experience in building ETL processes, data pipelines using standard Python Anaconda libraries..     ...     Strong proficiency with programming in Python. Python PEP8 coding best practices is required. Proficient with Python list comprehensions and optimization..     ...     Strong OOP (Object Oriented Programming) concepts, and strong experience of good modular design in Python..     ...     Strong pre-processing, machine learning, statistical inferential analytics, exploratory data analysis experience..     ...     Strong data integration experience. Experience with building data controls..     ...     Experience in working with acquiring Financial data sources (Factset, Bloomberg, Reuters, Dealogic) is desired.     ...     Strong communicator (verbally and written). Independently manage daily client communication, especially over calls.     ....    Additionally, desired skills .   ...     R programming (Modelling, data pre-processing).     ...     NLP processing, entity pattern matching experience",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=3fb51333be49444b&fccid=f559728c3645c575&vjs=3
Senior/Principal Data Scientist,Data Scientist,PureSpectrum,Remote,"Design and manage AI/ML/ Statistical model development and deployment cycle - ideation, hypothesis formulation, data collection, feature engineering, hyper parameter tuning, model development and delivery..Develop advanced machine learning / deep learning algorithms to translate big data analytics into actionable recommendation systems..Use probability based sequential models to automate real time analytics and decision making..Communicate concepts and insights in easy-to-understand terms, summarizing important findings and outcomes to build business case for Product Development..Identifying opportunities for innovative new data products and work closely with Engineering and Product teams to bring them to completion Work in a fast-paced multi-tasking environment with stringent deadlines..Develop prototypes using ML and NLP processes supporting data/text cleaning, data transformation, data structures, metadata, dependency and workload management.",Posted 29 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=ce90c57866aad459&fccid=51cb023cfcd9b773&vjs=3
Digital & IT Manager (Data Science)- Region Asia,Data Scientist,Volvo Group,"Bengaluru, Karnataka",Use of AI/ML and power BI to demonstrate a visually compelling story.. Update our overall local digital strategy. Proactively look for improvement in our current processes and solutions.,Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=fbfe8547e0896e9c&fccid=0f63e537c80f169b&vjs=3
Lead Data Scientist - Computer Vision,Data Scientist,Michelin,"Pune, Maharashtra","End-to-end ownership & development deep learning based computer vision models.. Understand and follow IT & company processes for machine learning projects.. Understand the problem, analyze & develop approach to solve it. Collect, analyze, review, clean, organize & document image datasets efficiently / programmatically. Responsible for getting dataset annotated with help of annotators (internal/external). Transform images using opencv library, develop scripts to process annotation data/files. Customize standard deep learning based computer vision models for object/keypoint detection/segmentation (using python & keras/tensorflow/pytorch). Train models systematically with clear rationale behind approach used. Tune hyperparameters and loss functions. Track training experiments and evaluate & compare models objectively. Leverage other machine learning approaches like clustering, regression, classification to solve sub-problems. Review, refactor, optimize for speed/efficiency and check-in code frequently. Capture detailed documentation of data, models, application architecture, steps to execute code.. Manage datasets and deploy models & inferencing pipelines on Azure cloud for scaling in production. Communicate results/status updates to stakeholders once a week",Posted 14 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=81693963a7e03482&fccid=8a90a0ee1d8ff04d&vjs=3
Data Scientist,Data Scientist,GUJARAT FLUOROCHEMICALS,"Noida, Uttar Pradesh","Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions..Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies..Assess the effectiveness and accuracy of new data sources and data gathering techniques..Develop custom data models and algorithms to apply to data sets..Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes..Develop company A/B testing framework and test model quality..Coordinate with different functional teams to implement models and monitor outcomes..Develop processes and tools to monitor and analyze model performance and data accuracy..Lead the Analytics track for Project e-Parivartan which comprises of approx. 35 dashboards, 200 KPI’s, 120 personas,.Build up the 5 yrs Data Analytics track in consultation with relevant stakeholders with a vision of making the organization a Data Driven Organisation,.Identify the use cases around AI/ ML – Video Analytics and Natural language Processing on the CCTV footages for identification and automatic alerts for safety violation (Fire hazard, PPE ….)",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=fe75262bb052a856&fccid=e875288bbb26c2df&vjs=3
Consultant - Data Scientist,Data Scientist,Affine,India,Identify valuable data sources and automate collection processes.Undertake preprocessing of structured and unstructured data.Analyse large amounts of information to discover trends and patterns.Build predictive models and machine-learning algorithms.Combine models through ensemble modeling.Present information using data visualisation techniques.Propose solutions and strategies to business challenges.Collaborate with engineering and product development teams,Posted 21 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=bc29c02d03b4a37a&fccid=66d0b60738c7db79&vjs=3
"Data Scientist - Python, ML",Data Scientist,UnitedHealth Group,"Gurgaon, Haryana","ML solutions development - Supervised and Unsupervised .Adhoc analyses and deep dives .Understand business requirements and convert into analytical solution .Work in a stake holder engagement role and understand business processes .Lead solution design, delivery & communication for an assigned business engagement .Development of data science algorithms & generate actionable insights as per business needs .Manage engagements across various teams throughout solution development lifecycle from design to implementation & monitoring .Ensure appropriate documentation of work for production support and transition readiness .Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=efe1e329841f0d04&fccid=d3d3520998346837&vjs=3
Data Scientist,Data Scientist,ZL Technologies,"Hyderabad, Telangana","Work with stakeholders throughout client enterprise organizations to identify opportunities for leveraging unstructured data to drive business solutions..Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies..Assess the effectiveness and accuracy of new data sources and data gathering techniques..Develop custom data models and algorithms to apply to data sets..Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes..Develop company A/B testing framework and test model quality..Coordinate with different functional teams to implement models and monitor outcomes..Develop processes and tools to monitor and analyze model performance and data accuracy.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=4a22508dad53cb93&fccid=87f4318504cb0e3f&vjs=3
Data Scientist,Data Scientist,Anblicks,"Hyderabad, Telangana","A Computer Science Degree (Bachelors or Masters), Mathematics or Statistics (Masters)",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=e4007fb7705b2ee8&fccid=e0efd5c38293090b&vjs=3
Data Scientist`,Data Scientist,Ford Global Business Services,"Chennai, Tamil Nadu","Build data-driven models to understand the characteristics of engineering systems. Apply machine learning, data mining and text mining techniques to create scalable solutions for business problems. Train, tune, validate, and monitor predictive models .Analyze and extract relevant information from large amounts of historical business data especially related to quality, product development, and connected vehicles, both in structured and unstructured formats. Establish scalable, efficient, automated processes for large scale data analyses. Package and present the findings and communicate with large cross-functional teams",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=91682ea7d42fbc1d&fccid=35c29eb190cc370d&vjs=3
Designation –Data Scientist,Data Scientist,Sybrant Data,"Chennai, Tamil Nadu","2 - 4 years of experience in machine learning and data mining.Excellent understanding of different software such as Perl, Python, Hadoop, Java and R programming.Strong technical background and have excellent problem-solving abilities.Good in at least one programming or scripting language.Understanding of databases and ability to write SQL queries.Excellent oral and written communication skills with business acumen.Should be a self-starter with high initiative and enthusiastic to learn and deliver on latest tools and technologies.Experience worked in big data environment is an added advantage",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=96e14070d93eb226&fccid=0f5b194125dee5ec&vjs=3
Data scientist,Data Scientist,CodeTru,"Hyderabad, Telangana","Perform undirected research and frame open-ended industry questions for understanding driver telematics/driving habits real time..Extract huge volumes of data from multiple internal and external sources like sensors, cell-phones etc..Employ sophisticated analytics programs, machine learning, deep learning and statistical methods to prepare data for use in predictive and prescriptive modelling for extracted data to understand the behavioural patterns of driving.Thoroughly clean and prune data to discard irrelevant information.Explore and examine data from a variety of angles to determine hidden weaknesses, trends and/or opportunities..Devise data-driven solutions to the most pressing challenges in understanding driving behaviours and scoring the driving instantaneously.Build new algorithms to solve problems and build new tools to automate the process.Communicate predictions and findings to management and IT departments through effective data visualizations and reports on a regular basis..Recommend cost-effective changes, improvisations to existing procedures and strategies",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=66a113e54dcfd37c&fccid=753af35b4a1b8d6d&vjs=3
"Data Scientist III, Analytics",Data Scientist,Expedia Group,"Gurgaon, Gurugram, Haryana","Work on analytics projects end-to-end in partnership with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions. Apply your expertise in data modeling, quantitative analysis, data mining, data visualization with a goal of improving customer experience and business results with a religious focus on impactful analytics, steward product team to drive insights. Own end to end process in evaluating A/B or multivariate tests to improve learning; proactively uncover opportunities and recommend new features for test and learn; evaluate and apply alternative methods to supplement randomized testing. Understand funnels, ecosystems, user behaviors, and long-term trends in the adoption of our products to identity opportunities. Define and analyze metrics that inform the success of products and allow us to monitor the heath of product",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=48eb13a2d2ea8bb3&fccid=160efb82f2462f14&vjs=3
